Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Functioning Day_Yes,Rented Bike Count
6,22.0,90,1.3,471,20.2,0.0,0.0,0.0,False,False,False,True,True,262.77328448030505
7,21.9,95,1.3,424,21.0,0.02,0.0,0.0,False,False,False,True,True,350.9091602509174
8,21.9,88,1.6,601,19.8,0.17,0.0,0.0,False,False,False,True,True,290.41261841559754
9,22.3,84,1.9,751,19.4,0.47,0.0,0.0,False,False,False,True,True,829.7938879040041
10,22.9,74,1.3,1162,18.0,0.84,0.0,0.0,False,False,False,True,True,635.1240215397188
11,23.4,61,2.1,1964,15.4,0.91,0.0,0.0,False,False,False,True,True,1100.8925099687451
12,23.7,64,1.9,1474,16.4,0.79,0.0,0.0,False,False,False,True,True,953.4169867532005
13,23.6,66,2.1,1689,16.8,0.87,0.0,0.0,False,False,False,True,True,821.9698312734664
14,23.4,72,2.2,682,18.0,0.73,0.0,0.0,False,False,False,True,True,280.0861284572055
15,23.2,83,1.5,349,20.1,0.77,0.5,0.0,False,False,False,True,True,335.3100236090395
16,22.5,86,2.5,342,20.0,0.47,0.0,0.0,False,False,False,True,True,0.26424976906693587
17,22.0,89,2.2,285,20.0,0.21,1.0,0.0,False,False,False,True,True,257.3272412802786
18,21.5,89,3.0,350,19.6,0.18,0.0,0.0,False,False,False,True,True,423.4347238787286
19,21.2,87,2.7,479,18.9,0.01,0.0,0.0,False,False,False,True,True,682.2736068354338
20,21.1,88,1.7,404,19.0,0.0,0.0,0.0,False,False,False,True,True,1082.1455062589164
21,21.2,88,1.7,373,19.1,0.0,0.0,0.0,False,False,False,True,True,1320.7384361274292
22,21.4,87,2.4,540,19.1,0.0,0.0,0.0,False,False,False,True,True,1246.0220672645344
23,21.3,80,2.6,1203,17.7,0.0,0.0,0.0,False,False,False,True,True,580.3997854970261
0,21.0,82,1.8,958,17.8,0.0,0.0,0.0,False,False,False,True,True,639.0384892035526
1,20.5,73,1.9,1693,15.4,0.0,0.0,0.0,False,False,False,True,True,359.45506806096347
2,20.3,81,1.9,1234,16.9,0.0,0.1,0.0,False,False,False,True,True,275.26675959847205
3,20.2,82,1.4,1202,17.0,0.0,0.0,0.0,False,False,False,True,True,152.8972479648814
4,20.0,81,2.0,1313,16.6,0.0,0.0,0.0,False,False,False,True,True,178.8736184367895
5,19.4,84,1.6,1252,16.6,0.0,0.0,0.0,False,False,False,True,True,298.00086051523505
6,18.8,88,1.2,798,16.7,0.0,0.0,0.0,False,False,False,True,True,569.034240952848
7,18.5,88,1.4,695,16.4,0.08,0.0,0.0,False,False,False,True,True,1479.50245592072
8,18.9,77,0.6,1109,14.7,0.56,0.0,0.0,False,False,False,True,True,2270.3469081810376
9,20.5,66,1.1,1711,13.9,1.12,0.0,0.0,False,False,False,True,True,1264.9542070514215
10,21.7,60,1.7,1540,13.5,1.44,0.0,0.0,False,False,False,True,True,764.8617923157414
11,23.8,54,2.1,1626,13.9,2.55,0.0,0.0,False,False,False,True,True,949.0133108949567
12,25.2,50,1.7,1710,14.0,2.83,0.0,0.0,False,False,False,True,True,1267.985802876378
13,25.6,50,3.8,1876,14.3,2.82,0.0,0.0,False,False,False,True,True,1181.6223776071083
14,26.7,40,3.3,1822,11.9,2.8,0.0,0.0,False,False,False,True,True,1222.5325605090027
15,27.4,33,2.7,1955,9.6,2.5,0.0,0.0,False,False,False,True,True,1209.3637712570562
16,27.6,37,2.8,1935,11.5,1.9,0.0,0.0,False,False,False,True,True,1476.0563923591915
17,27.3,43,2.6,2000,13.6,1.25,0.0,0.0,False,False,False,True,True,2152.9659684400067
18,25.3,56,2.8,1992,15.8,0.54,0.0,0.0,False,False,False,True,True,3427.954129836034
19,23.0,63,3.1,2000,15.5,0.03,0.0,0.0,False,False,False,True,True,2300.183159473709
20,21.9,65,2.5,1986,15.0,0.0,0.0,0.0,False,False,False,True,True,2104.731553198993
21,21.3,66,2.3,1989,14.6,0.0,0.0,0.0,False,False,False,True,True,2226.688219432614
22,20.8,65,0.9,2000,13.9,0.0,0.0,0.0,False,False,False,True,True,1838.2110600027768
23,20.2,68,1.2,1963,14.0,0.0,0.0,0.0,False,False,False,True,True,1228.0112687851129
0,19.5,73,1.2,1916,14.5,0.0,0.0,0.0,False,False,False,True,False,0.0
1,19.3,71,0.4,1912,13.9,0.0,0.0,0.0,False,False,False,True,False,0.0
2,18.8,74,0.2,1866,14.0,0.0,0.0,0.0,False,False,False,True,False,0.0
3,18.7,76,0.5,1916,14.3,0.0,0.0,0.0,False,False,False,True,False,202.31257660746365
4,18.3,78,0.4,1906,14.3,0.0,0.0,0.0,False,False,False,True,False,0.0
5,17.9,77,0.5,1658,13.8,0.0,0.0,0.0,False,False,False,True,False,0.0
6,17.7,77,0.2,1757,13.6,0.0,0.0,0.0,False,False,False,True,False,56.896194947962314
7,17.8,76,0.5,1729,13.5,0.08,0.0,0.0,False,False,False,True,False,93.10652959020062
8,18.7,73,0.9,1501,13.7,0.34,0.0,0.0,False,False,False,True,False,91.51431986133856
9,20.8,64,1.1,1205,13.7,1.13,0.0,0.0,False,False,False,True,False,103.87251526944569
10,22.7,54,1.0,1619,12.9,1.74,0.0,0.0,False,False,False,True,False,0.0
11,24.1,46,2.1,1678,11.7,2.03,0.0,0.0,False,False,False,True,False,0.0
12,24.7,43,1.8,1809,11.2,1.75,0.0,0.0,False,False,False,True,False,74.4035205557347
13,25.6,40,2.5,1704,10.9,2.18,0.0,0.0,False,False,False,True,False,0.0
14,26.1,37,2.3,1749,10.2,1.92,0.0,0.0,False,False,False,True,False,0.0
15,26.1,43,2.8,1785,12.5,1.62,0.0,0.0,False,False,False,True,False,38.580242742024346
16,26.4,34,2.5,1953,9.2,1.6,0.0,0.0,False,False,False,True,False,75.96635846952003
17,25.5,38,2.9,1997,10.1,0.92,0.0,0.0,False,False,False,True,False,0.0
18,24.8,48,1.4,2000,13.0,0.51,0.0,0.0,False,False,False,True,False,69.15137013839843
19,23.2,57,2.2,2000,14.2,0.03,0.0,0.0,False,False,False,True,False,0.0
20,22.6,58,1.4,2000,13.9,0.0,0.0,0.0,False,False,False,True,False,68.44626480601619
21,22.1,61,1.5,2000,14.2,0.0,0.0,0.0,False,False,False,True,False,75.16784612628118
22,21.8,65,0.3,2000,14.9,0.0,0.0,0.0,False,False,False,True,False,155.5651714142404
23,21.2,69,1.3,1999,15.2,0.0,0.0,0.0,False,False,False,True,False,130.9461263127121
0,21.0,66,0.4,2000,14.3,0.0,0.0,0.0,False,False,False,True,False,130.28029687695397
1,20.5,64,0.4,2000,13.4,0.0,0.0,0.0,False,False,False,True,False,139.67455501687334
2,20.0,70,0.2,2000,14.3,0.0,0.0,0.0,False,False,False,True,False,28.190806103806274
3,19.7,70,0.5,2000,14.0,0.0,0.0,0.0,False,False,False,True,False,3.113894945659179
4,19.5,70,0.5,2000,13.8,0.0,0.0,0.0,False,False,False,True,False,84.44472126743311
5,19.3,73,0.9,1782,14.3,0.0,0.0,0.0,False,False,False,True,False,70.82855397816228
6,19.0,76,0.3,1488,14.6,0.0,0.0,0.0,False,False,False,True,False,0.0
7,19.0,74,0.8,1650,14.2,0.03,0.0,0.0,False,False,False,True,False,39.166511034433526
8,19.8,71,1.1,1534,14.3,0.26,0.0,0.0,False,False,False,True,False,0.0
9,21.5,61,0.8,1774,13.6,0.92,0.0,0.0,False,False,False,True,False,0.0
10,22.9,59,1.1,1819,14.4,1.49,0.0,0.0,False,False,False,True,False,124.85158656069247
11,23.6,55,0.6,1723,14.0,1.01,0.0,0.0,False,False,False,True,False,5.340505747954554
12,24.9,51,1.2,1619,14.0,1.56,0.0,0.0,False,False,False,True,False,198.21174575282686
13,26.5,39,1.7,1560,11.4,2.15,0.0,0.0,False,False,False,True,False,0.0
14,26.1,40,1.2,1840,11.4,1.21,0.0,0.0,False,False,False,True,False,0.0
15,25.9,39,1.4,1836,10.8,0.9,0.0,0.0,False,False,False,True,False,3.15779505233488
16,25.6,41,1.2,1594,11.3,0.65,0.0,0.0,False,False,False,True,False,110.04118917376488
17,25.0,44,1.3,1883,11.8,0.36,0.0,0.0,False,False,False,True,False,38.648510065167386
18,24.0,55,2.2,1691,14.3,0.12,0.0,0.0,False,False,False,True,False,30.038121037290697
19,23.5,58,0.4,1836,14.7,0.0,0.0,0.0,False,False,False,True,False,0.0
20,22.6,67,0.3,1737,16.1,0.0,0.0,0.0,False,False,False,True,False,0.0
21,21.7,63,1.8,1078,14.3,0.0,0.1,0.0,False,False,False,True,False,31.202203383162676
22,20.9,71,1.6,1057,15.4,0.0,0.1,0.0,False,False,False,True,False,0.0
23,20.4,57,0.9,2000,11.5,0.0,0.0,0.0,False,False,False,True,False,0.0
0,20.1,58,0.3,2000,11.5,0.0,0.0,0.0,False,False,False,True,True,934.4635613210604
1,20.0,59,1.1,1999,11.7,0.0,0.0,0.0,False,False,False,True,True,665.9604997824067
2,19.9,64,1.5,1755,12.8,0.0,0.0,0.0,False,False,False,True,True,679.3175795815125
3,19.6,72,1.7,1140,14.4,0.0,0.0,0.0,False,False,False,True,True,412.4153764061148
4,19.6,74,1.4,847,14.8,0.0,0.0,0.0,False,False,False,True,True,88.96571204755509
5,19.5,74,1.8,1421,14.7,0.0,0.0,0.0,False,False,False,True,True,46.79343637321308
6,18.8,85,1.4,412,16.2,0.0,0.5,0.0,False,False,False,True,True,0.0
7,18.0,95,1.6,375,17.1,0.0,1.5,0.0,False,False,False,True,True,54.28458293228074
8,18.0,91,1.3,896,16.5,0.11,0.5,0.0,False,False,False,True,True,373.1477940040569
9,18.2,93,1.4,572,17.0,0.18,1.0,0.0,False,False,False,True,True,48.95582154839727
10,18.4,91,1.2,394,16.8,0.25,0.5,0.0,False,False,False,True,True,131.5819582910264
11,18.8,95,1.5,597,17.9,0.46,0.0,0.0,False,False,False,True,True,0.0
12,19.0,91,1.7,965,17.4,0.67,0.5,0.0,False,False,False,True,True,257.2038027785827
13,18.9,89,2.6,586,17.0,0.58,0.0,0.0,False,False,False,True,True,247.2933930501315
14,19.3,83,2.3,2000,16.3,0.83,0.5,0.0,False,False,False,True,True,574.1774121383497
15,19.4,79,1.4,2000,15.6,0.33,0.0,0.0,False,False,False,True,True,687.0144272675908
16,19.5,75,2.1,2000,14.9,0.38,0.0,0.0,False,False,False,True,True,788.9781635875397
17,19.3,76,2.1,2000,14.9,0.21,0.0,0.0,False,False,False,True,True,1178.4395288907112
18,19.1,77,2.5,2000,14.9,0.08,0.0,0.0,False,False,False,True,True,1879.6337472698842
19,18.9,78,2.2,2000,14.9,0.0,0.0,0.0,False,False,False,True,True,1310.60233968546
20,19.1,77,2.2,1834,14.9,0.0,0.0,0.0,False,False,False,True,True,999.5918459205926
21,18.7,84,2.7,1744,15.9,0.0,0.0,0.0,False,False,False,True,True,815.4105609669709
22,18.4,85,2.1,1772,15.8,0.0,0.0,0.0,False,False,False,True,True,1062.834289604355
23,18.7,80,1.7,2000,15.1,0.0,0.0,0.0,False,False,False,True,True,768.0091282503408
0,18.9,78,2.1,2000,14.9,0.0,0.0,0.0,False,False,False,True,True,782.8421247842043
1,19.0,78,1.6,2000,15.0,0.0,0.0,0.0,False,False,False,True,True,671.3505774025739
2,19.1,78,1.3,2000,15.1,0.0,0.0,0.0,False,False,False,True,True,310.9623795663567
3,18.5,88,1.2,659,16.4,0.0,1.5,0.0,False,False,False,True,True,94.46279322254603
4,17.9,95,1.7,1298,17.0,0.0,2.5,0.0,False,False,False,True,True,172.61333587427296
5,17.8,93,1.8,2000,16.6,0.0,0.5,0.0,False,False,False,True,True,81.81154607711997
6,17.6,95,1.7,974,16.7,0.0,1.5,0.0,False,False,False,True,True,0.0
7,17.6,96,1.7,310,16.9,0.0,5.0,0.0,False,False,False,True,True,56.3317234241392
8,17.8,97,2.0,1284,17.3,0.09,4.0,0.0,False,False,False,True,True,149.85454804908318
9,18.2,96,1.3,1251,17.5,0.21,1.0,0.0,False,False,False,True,True,0.0
10,18.4,96,2.0,1124,17.7,0.32,1.0,0.0,False,False,False,True,True,40.81066731999684
11,18.9,91,1.8,1938,17.3,0.64,0.5,0.0,False,False,False,True,True,78.09212152008693
12,19.1,91,2.0,1971,17.5,0.63,0.0,0.0,False,False,False,True,True,298.3431089234547
13,19.8,88,0.9,1796,17.7,0.65,0.0,0.0,False,False,False,True,True,398.68914451506805
14,21.4,76,1.4,2000,16.9,1.5,0.5,0.0,False,False,False,True,True,1088.6624741872722
15,21.8,76,1.4,2000,17.3,1.2,0.0,0.0,False,False,False,True,True,1197.3654168491553
16,21.5,78,1.2,2000,17.4,0.51,0.0,0.0,False,False,False,True,True,1417.2518598010126
17,21.2,77,1.2,2000,16.9,0.31,0.0,0.0,False,False,False,True,True,2018.1589528930438
18,20.9,77,0.6,2000,16.7,0.23,0.0,0.0,False,False,False,True,True,2305.8108601949098
19,20.3,81,1.0,2000,16.9,0.02,0.0,0.0,False,False,False,True,True,1841.3742079401031
20,20.0,82,0.4,2000,16.8,0.0,0.0,0.0,False,False,False,True,True,1628.4676092871132
21,19.9,82,0.6,2000,16.7,0.0,0.0,0.0,False,False,False,True,True,1739.2892215083857
22,19.7,82,0.5,2000,16.5,0.0,0.0,0.0,False,False,False,True,True,1547.0563189992097
23,19.5,82,0.6,2000,16.3,0.0,0.0,0.0,False,False,False,True,True,1155.860873296313
0,19.5,81,1.1,2000,16.1,0.0,0.0,0.0,False,False,False,True,True,986.1779967489873
1,19.5,83,1.5,1459,16.5,0.0,0.0,0.0,False,False,False,True,True,995.3051658492554
2,19.4,85,0.0,1533,16.8,0.0,0.0,0.0,False,False,False,True,True,579.5957333183195
3,18.8,90,1.0,1191,17.1,0.0,0.0,0.0,False,False,False,True,True,394.9300272528729
4,18.9,88,0.8,1226,16.8,0.0,0.0,0.0,False,False,False,True,True,66.10823594275179
5,18.8,96,0.2,973,18.1,0.0,6.5,0.0,False,False,False,True,True,0.0
6,18.4,95,0.1,752,17.5,0.0,0.0,0.0,False,False,False,True,True,228.35903356681683
7,18.1,96,0.9,557,17.4,0.04,0.0,0.0,False,False,False,True,True,180.5177643182009
8,18.2,86,0.0,858,15.8,0.48,0.0,0.0,False,False,False,True,True,659.1334683722283
9,19.7,78,1.3,740,15.7,1.17,0.0,0.0,False,False,False,True,True,893.7164552351879
10,21.8,67,1.9,878,15.3,1.88,0.0,0.0,False,False,False,True,True,878.8623835690429
11,22.7,55,2.7,1297,13.1,1.86,0.0,0.0,False,False,False,True,True,1224.2603234063674
12,24.2,43,2.2,1798,10.8,2.31,0.0,0.0,False,False,False,True,True,1131.6970927366342
13,24.9,32,3.9,2000,7.0,2.57,0.0,0.0,False,False,False,True,True,1524.2540184604736
14,25.2,28,4.4,2000,5.3,2.76,0.0,0.0,False,False,False,True,True,1597.3192537639059
15,25.4,32,3.8,1980,7.4,2.42,0.0,0.0,False,False,False,True,True,1647.9744350424958
16,25.3,38,3.0,2000,9.9,1.88,0.0,0.0,False,False,False,True,True,2102.268318766457
17,24.6,35,3.6,1990,8.1,1.2,0.0,0.0,False,False,False,True,True,2038.8326678404442
18,23.2,36,2.8,2000,7.2,0.47,0.0,0.0,False,False,False,True,True,1854.1037541591993
19,21.3,43,2.8,2000,8.2,0.02,0.0,0.0,False,False,False,True,True,1606.8648483714048
20,20.4,52,1.2,2000,10.2,0.0,0.0,0.0,False,False,False,True,True,1582.71333939538
21,19.4,55,0.8,2000,10.1,0.0,0.0,0.0,False,False,False,True,True,1489.6734334903854
22,18.6,62,0.6,2000,11.1,0.0,0.0,0.0,False,False,False,True,True,1439.9309158974256
23,17.9,66,1.0,2000,11.4,0.0,0.0,0.0,False,False,False,True,True,1079.1883349999612
0,17.2,69,0.6,2000,11.4,0.0,0.0,0.0,False,False,False,False,True,941.2643082298922
1,16.4,66,0.1,2000,10.0,0.0,0.0,0.0,False,False,False,False,True,606.4969609268045
2,16.0,72,1.3,2000,10.9,0.0,0.0,0.0,False,False,False,False,True,301.79295663204744
3,15.8,70,0.8,2000,10.3,0.0,0.0,0.0,False,False,False,False,True,319.5493320292359
4,16.2,69,0.7,2000,10.4,0.0,0.0,0.0,False,False,False,False,True,0.0
5,16.3,67,0.8,2000,10.1,0.0,0.0,0.0,False,False,False,False,True,140.22717416281765
6,16.5,73,1.2,2000,11.6,0.0,0.0,0.0,False,False,False,False,True,49.25307469669042
7,16.5,74,0.4,2000,11.8,0.0,0.0,0.0,False,False,False,False,True,276.8050522874506
8,17.0,69,1.2,2000,11.2,0.3,0.0,0.0,False,False,False,False,True,566.1362553254239
9,18.4,59,1.0,1951,10.2,0.86,0.0,0.0,False,False,False,False,True,442.20892410468826
10,19.3,59,0.2,2000,11.0,0.94,0.0,0.0,False,False,False,False,True,722.6761399044066
11,20.1,57,3.0,1929,11.3,1.29,0.0,0.0,False,False,False,False,True,722.0697240414253
12,20.8,52,1.2,1984,10.5,1.25,0.0,0.0,False,False,False,False,True,1084.6209311678788
13,22.7,44,1.4,1913,9.8,1.77,0.0,0.0,False,False,False,False,True,995.6716233723192
14,24.2,40,1.2,1953,9.7,2.62,0.0,0.0,False,False,False,False,True,1054.6826229043415
15,25.0,28,2.2,2000,5.2,2.39,0.0,0.0,False,False,False,False,True,1432.4900590356976
16,24.6,29,4.0,1988,5.3,1.73,0.0,0.0,False,False,False,False,True,1459.8375091888995
17,24.1,41,2.4,2000,10.0,1.17,0.0,0.0,False,False,False,False,True,1509.5900791234594
18,22.3,53,2.7,2000,12.2,0.44,0.0,0.0,False,False,False,False,True,1445.7691759466754
19,21.0,54,2.9,2000,11.3,0.01,0.0,0.0,False,False,False,False,True,1328.6843349546004
20,20.2,48,3.3,2000,8.8,0.0,0.0,0.0,False,False,False,False,True,1416.8554178854229
21,19.1,38,2.1,2000,4.4,0.0,0.0,0.0,False,False,False,False,True,960.8777452689686
22,18.5,40,2.5,2000,4.6,0.0,0.0,0.0,False,False,False,False,True,1076.233044986516
23,17.7,45,1.1,2000,5.6,0.0,0.0,0.0,False,False,False,False,True,828.4591854199487
0,17.2,50,1.7,2000,6.6,0.0,0.0,0.0,False,False,False,False,True,638.7160761511202
1,16.8,53,2.0,2000,7.1,0.0,0.0,0.0,False,False,False,False,True,552.7289576046642
2,16.1,57,0.7,2000,7.5,0.0,0.0,0.0,False,False,False,False,True,294.80711758512723
3,15.5,63,0.3,2000,8.4,0.0,0.0,0.0,False,False,False,False,True,198.14471806836676
4,14.9,68,0.9,2000,9.0,0.0,0.0,0.0,False,False,False,False,True,198.30765868360845
5,14.4,66,0.3,2000,8.1,0.0,0.0,0.0,False,False,False,False,True,114.60857387327124
6,14.3,66,0.5,2000,8.0,0.0,0.0,0.0,False,False,False,False,True,103.22810286387511
7,14.7,61,2.1,2000,7.2,0.02,0.0,0.0,False,False,False,False,True,254.93673977828564
8,15.4,52,2.2,1985,5.5,0.49,0.0,0.0,False,False,False,False,True,232.86813548706073
9,17.0,43,2.1,1993,4.3,1.36,0.0,0.0,False,False,False,False,True,250.86884269112025
10,18.5,38,3.3,2000,3.8,2.02,0.0,0.0,False,False,False,False,True,374.9167789469602
11,19.4,31,4.1,1966,1.8,2.55,0.0,0.0,False,False,False,False,True,718.908927297504
12,20.3,34,2.6,2000,3.9,2.85,0.0,0.0,False,False,False,False,True,442.36789102639284
13,20.9,30,3.5,2000,2.6,2.93,0.0,0.0,False,False,False,False,True,923.2740369994024
14,21.3,30,4.3,2000,3.0,2.78,0.0,0.0,False,False,False,False,True,1102.315785006096
15,21.8,32,3.3,2000,4.3,2.42,0.0,0.0,False,False,False,False,True,1110.376421529064
16,22.0,31,2.7,2000,4.0,1.87,0.0,0.0,False,False,False,False,True,1462.9659482350617
17,21.6,32,3.1,2000,4.1,1.2,0.0,0.0,False,False,False,False,True,1488.028824500484
18,20.3,35,2.4,2000,4.3,0.46,0.0,0.0,False,False,False,False,True,1294.047371665783
19,18.6,54,2.7,2000,9.0,0.01,0.0,0.0,False,False,False,False,True,1023.4366421684329
20,17.6,57,1.4,2000,8.9,0.0,0.0,0.0,False,False,False,False,True,1359.1976565887683
21,16.8,58,1.2,2000,8.4,0.0,0.0,0.0,False,False,False,False,True,1073.6242540430005
22,16.6,47,3.9,2000,5.2,0.0,0.0,0.0,False,False,False,False,True,1024.4251687130827
23,15.7,51,0.4,2000,5.5,0.0,0.0,0.0,False,False,False,False,True,821.6986067922002
0,14.7,55,1.6,2000,5.7,0.0,0.0,0.0,False,False,False,False,True,473.17988997018085
1,13.8,60,0.8,2000,6.1,0.0,0.0,0.0,False,False,False,False,True,471.8992495214869
2,13.4,62,0.2,2000,6.2,0.0,0.0,0.0,False,False,False,False,True,254.70367536714184
3,12.7,67,0.5,2000,6.7,0.0,0.0,0.0,False,False,False,False,True,21.595044689113422
4,12.0,69,0.5,2000,6.4,0.0,0.0,0.0,False,False,False,False,True,269.97858774074996
5,11.5,70,0.5,2000,6.2,0.0,0.0,0.0,False,False,False,False,True,30.014694220573688
6,11.2,70,0.9,2000,5.9,0.0,0.0,0.0,False,False,False,False,True,49.328082050136175
7,10.8,72,0.9,2000,5.9,0.03,0.0,0.0,False,False,False,False,True,223.00353036763082
8,12.0,61,1.3,1988,4.6,0.6,0.0,0.0,False,False,False,False,True,466.33879976926727
9,15.3,49,1.0,2000,4.6,1.34,0.0,0.0,False,False,False,False,True,536.4591095065039
10,18.0,44,1.3,1984,5.5,1.99,0.0,0.0,False,False,False,False,True,720.0252667881616
11,20.1,40,1.6,1985,6.0,2.47,0.0,0.0,False,False,False,False,True,723.4049125788114
12,21.7,36,2.0,2000,5.9,2.78,0.0,0.0,False,False,False,False,True,973.1744006482103
13,22.9,30,2.0,2000,4.3,2.9,0.0,0.0,False,False,False,False,True,1297.7773273131172
14,23.7,28,1.4,2000,4.0,2.77,0.0,0.0,False,False,False,False,True,1705.619874672895
15,24.1,26,1.6,2000,3.3,2.38,0.0,0.0,False,False,False,False,True,1735.988680138923
16,24.2,28,1.7,2000,4.5,1.86,0.0,0.0,False,False,False,False,True,2059.9948417993955
17,22.9,33,1.4,2000,5.7,0.83,0.0,0.0,False,False,False,False,True,2036.7301979351214
18,21.6,37,1.0,2000,6.2,0.24,0.0,0.0,False,False,False,False,True,1838.2062105403854
19,20.3,39,0.6,2000,5.8,0.0,0.0,0.0,False,False,False,False,True,1584.1295056825154
20,19.3,45,0.4,2000,7.0,0.0,0.0,0.0,False,False,False,False,True,1566.7054568336005
21,18.5,48,1.0,2000,7.2,0.0,0.0,0.0,False,False,False,False,True,1623.4024959561866
22,17.7,52,1.0,2000,7.7,0.0,0.0,0.0,False,False,False,False,True,1550.9931180069007
23,17.4,49,1.2,2000,6.5,0.0,0.0,0.0,False,False,False,False,True,1076.7989853927957
0,17.0,51,1.5,2000,6.7,0.0,0.0,0.0,False,False,False,True,True,994.8493145197267
1,16.6,53,1.7,2000,6.9,0.0,0.0,0.0,False,False,False,True,True,500.6569593492106
2,16.6,54,1.5,2000,7.2,0.0,0.0,0.0,False,False,False,True,True,412.88465576512914
3,16.5,57,1.6,2000,7.9,0.0,0.0,0.0,False,False,False,True,True,284.9240049338438
4,16.4,59,1.7,2000,8.3,0.0,0.0,0.0,False,False,False,True,True,252.42239472878603
5,16.3,61,1.5,2000,8.7,0.0,0.0,0.0,False,False,False,True,True,115.27091258032803
6,16.3,62,2.1,2000,8.9,0.0,0.0,0.0,False,False,False,True,True,300.60525446174995
7,16.3,62,2.0,2000,8.9,0.01,0.0,0.0,False,False,False,True,True,244.92593803042996
8,16.7,60,2.0,2000,8.8,0.2,0.0,0.0,False,False,False,True,True,602.163230323987
9,17.7,54,1.8,2000,8.2,0.63,0.0,0.0,False,False,False,True,True,746.4532419949329
10,19.4,47,2.3,2000,7.7,1.45,0.0,0.0,False,False,False,True,True,723.1827409976047
11,20.5,42,2.1,1981,7.1,1.59,0.0,0.0,False,False,False,True,True,1357.2670231056334
12,22.5,37,1.8,2000,7.0,2.5,0.0,0.0,False,False,False,True,True,1330.6051626900341
13,23.4,34,2.1,2000,6.6,2.84,0.0,0.0,False,False,False,True,True,1490.0781575412043
14,24.1,33,1.3,2000,6.8,2.52,0.0,0.0,False,False,False,True,True,1987.295524637057
15,24.7,35,1.2,2000,8.1,2.28,0.0,0.0,False,False,False,True,True,2173.235642823265
16,24.4,35,1.8,2000,7.9,1.71,0.0,0.0,False,False,False,True,True,2262.07674988305
17,23.6,38,1.4,2000,8.4,1.04,0.0,0.0,False,False,False,True,True,2444.897363682497
18,22.1,45,1.5,2000,9.6,0.27,0.0,0.0,False,False,False,True,True,2411.3150170767294
19,20.7,46,1.0,2000,8.6,0.02,0.0,0.0,False,False,False,True,True,1965.8194083365274
20,20.0,46,2.0,2000,8.0,0.0,0.0,0.0,False,False,False,True,True,1696.5523865976193
21,18.9,43,2.0,2000,6.0,0.0,0.0,0.0,False,False,False,True,True,1518.9033596562865
22,18.1,43,1.7,2000,5.3,0.0,0.0,0.0,False,False,False,True,True,1420.778065263097
23,17.4,46,2.1,2000,5.6,0.0,0.0,0.0,False,False,False,True,True,790.8883470803966
0,16.7,50,1.7,2000,6.2,0.0,0.0,0.0,False,False,False,True,True,783.5112464352193
1,16.1,53,1.4,2000,6.5,0.0,0.0,0.0,False,False,False,True,True,494.29110836861594
2,15.7,53,1.4,2000,6.1,0.0,0.0,0.0,False,False,False,True,True,404.6845703710375
3,14.9,57,1.1,2000,6.4,0.0,0.0,0.0,False,False,False,True,True,96.35745788785323
4,14.4,58,1.1,2000,6.2,0.0,0.0,0.0,False,False,False,True,True,0.0
5,13.9,60,0.6,2000,6.2,0.0,0.0,0.0,False,False,False,True,True,222.17256723998412
6,13.4,61,0.8,2000,6.0,0.0,0.0,0.0,False,False,False,True,True,616.208943299808
7,13.2,60,0.5,2000,5.5,0.02,0.0,0.0,False,False,False,True,True,1508.1181770559347
8,14.8,51,1.1,2000,4.7,0.59,0.0,0.0,False,False,False,True,True,2006.0929545512467
9,17.7,48,1.5,2000,6.5,1.3,0.0,0.0,False,False,False,True,True,1231.7161833319813
10,19.9,47,1.8,1989,8.2,1.93,0.0,0.0,False,False,False,True,True,1136.046440483041
11,21.3,43,1.7,1998,8.2,2.42,0.0,0.0,False,False,False,True,True,982.4513906220819
12,23.2,42,1.4,2000,9.5,2.73,0.0,0.0,False,False,False,True,True,1064.1018306143842
13,23.0,39,1.7,2000,8.2,2.28,0.0,0.0,False,False,False,True,True,1151.6253846381605
14,24.6,34,1.5,2000,7.6,2.74,0.0,0.0,False,False,False,True,True,1306.3549752735466
15,23.4,35,1.4,2000,7.0,1.39,0.0,0.0,False,False,False,True,True,1458.5462627582301
16,23.6,31,1.1,2000,5.4,1.37,0.0,0.0,False,False,False,True,True,1578.7827845230213
17,24.3,31,1.5,2000,6.0,1.17,0.0,0.0,False,False,False,True,True,2339.4648674535165
18,22.5,38,0.8,2000,7.4,0.31,0.0,0.0,False,False,False,True,True,3046.1694218659413
19,20.6,44,0.7,2000,7.9,0.01,0.0,0.0,False,False,False,True,True,2253.732562145432
20,19.5,47,1.2,2000,7.8,0.0,0.0,0.0,False,False,False,True,True,2205.0738131778867
21,18.7,48,1.3,2000,7.4,0.0,0.0,0.0,False,False,False,True,True,1709.9312792208457
22,17.9,50,1.0,2000,7.3,0.0,0.0,0.0,False,False,False,True,True,1781.250522398036
23,17.7,51,1.4,2000,7.4,0.0,0.0,0.0,False,False,False,True,True,1523.6344650336293
0,17.1,52,1.4,2000,7.1,0.0,0.0,0.0,False,False,False,True,False,0.0
1,16.5,53,1.5,2000,6.8,0.0,0.0,0.0,False,False,False,True,False,0.0
