weather_id,Date,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm)
7145,24/09/2018,22.0,31.0,2.7,2000.0,4.0,1.87,0.0,0.0
7146,24/09/2018,21.6,32.0,3.1,2000.0,4.1,1.2,0.0,0.0
7147,24/09/2018,20.3,35.0,2.4,2000.0,4.3,0.46,0.0,0.0
7148,24/09/2018,18.6,54.0,2.7,2000.0,9.0,0.01,0.0,0.0
7149,24/09/2018,17.6,57.0,1.4,2000.0,8.9,0.0,0.0,0.0
7150,24/09/2018,16.8,58.0,1.2,2000.0,8.4,0.0,0.0,0.0
7151,24/09/2018,16.6,47.0,3.9,2000.0,5.2,0.0,0.0,0.0
7152,24/09/2018,15.7,51.0,0.4,2000.0,5.5,0.0,0.0,0.0
7153,25/09/2018,14.7,55.0,1.6,2000.0,5.7,0.0,0.0,0.0
7154,25/09/2018,13.8,60.0,0.8,2000.0,6.1,0.0,0.0,0.0
7155,25/09/2018,13.4,62.0,0.2,2000.0,6.2,0.0,0.0,0.0
7156,25/09/2018,12.7,67.0,0.5,2000.0,6.7,0.0,0.0,0.0
7157,25/09/2018,12.0,69.0,0.5,2000.0,6.4,0.0,0.0,0.0
7158,25/09/2018,11.5,70.0,0.5,2000.0,6.2,0.0,0.0,0.0
7159,25/09/2018,11.2,70.0,0.9,2000.0,5.9,0.0,0.0,0.0
7160,25/09/2018,10.8,72.0,0.9,2000.0,5.9,0.03,0.0,0.0
7161,25/09/2018,12.0,61.0,1.3,1988.0,4.6,0.6,0.0,0.0
7162,25/09/2018,15.3,49.0,1.0,2000.0,4.6,1.34,0.0,0.0
7163,25/09/2018,18.0,44.0,1.3,1984.0,5.5,1.99,0.0,0.0
7164,25/09/2018,20.1,40.0,1.6,1985.0,6.0,2.47,0.0,0.0
7165,25/09/2018,21.7,36.0,2.0,2000.0,5.9,2.78,0.0,0.0
7166,25/09/2018,22.9,30.0,2.0,2000.0,4.3,2.9,0.0,0.0
7167,25/09/2018,23.7,28.0,1.4,2000.0,4.0,2.77,0.0,0.0
7168,25/09/2018,24.1,26.0,1.6,2000.0,3.3,2.38,0.0,0.0
7169,25/09/2018,24.2,28.0,1.7,2000.0,4.5,1.86,0.0,0.0
7170,25/09/2018,22.9,33.0,1.4,2000.0,5.7,0.83,0.0,0.0
7171,25/09/2018,21.6,37.0,1.0,2000.0,6.2,0.24,0.0,0.0
7172,25/09/2018,20.3,39.0,0.6,2000.0,5.8,0.0,0.0,0.0
7173,25/09/2018,19.3,45.0,0.4,2000.0,7.0,0.0,0.0,0.0
7174,25/09/2018,18.5,48.0,1.0,2000.0,7.2,0.0,0.0,0.0
7175,25/09/2018,17.7,52.0,1.0,2000.0,7.7,0.0,0.0,0.0
7176,25/09/2018,17.4,49.0,1.2,2000.0,6.5,0.0,0.0,0.0
7177,26/09/2018,17.0,51.0,1.5,2000.0,6.7,0.0,0.0,0.0
7178,26/09/2018,16.6,53.0,1.7,2000.0,6.9,0.0,0.0,0.0
7179,26/09/2018,16.6,54.0,1.5,2000.0,7.2,0.0,0.0,0.0
7180,26/09/2018,16.5,57.0,1.6,2000.0,7.9,0.0,0.0,0.0
7181,26/09/2018,16.4,59.0,1.7,2000.0,8.3,0.0,0.0,0.0
7183,26/09/2018,16.3,62.0,2.1,2000.0,8.9,0.0,0.0,0.0
7184,26/09/2018,16.3,62.0,2.0,2000.0,8.9,0.01,0.0,0.0
7185,26/09/2018,16.7,60.0,2.0,2000.0,8.8,0.2,0.0,0.0
7186,26/09/2018,17.7,54.0,1.8,2000.0,8.2,0.63,0.0,0.0
7187,26/09/2018,19.4,47.0,2.3,2000.0,7.7,1.45,0.0,0.0
7188,26/09/2018,20.5,42.0,2.1,1981.0,7.1,1.59,0.0,0.0
7189,26/09/2018,22.5,37.0,1.8,2000.0,7.0,2.5,0.0,0.0
7190,26/09/2018,23.4,34.0,2.1,2000.0,6.6,2.84,0.0,0.0
7191,26/09/2018,24.1,33.0,1.3,2000.0,6.8,2.52,0.0,0.0
7192,26/09/2018,24.7,35.0,1.2,2000.0,8.1,2.28,0.0,0.0
7193,26/09/2018,24.4,35.0,1.8,2000.0,7.9,1.71,0.0,0.0
7194,26/09/2018,23.6,38.0,1.4,2000.0,8.4,1.04,0.0,0.0
7195,26/09/2018,22.1,45.0,1.5,2000.0,9.6,0.27,0.0,0.0
7196,26/09/2018,20.7,46.0,1.0,2000.0,8.6,0.02,0.0,0.0
7197,26/09/2018,20.0,46.0,2.0,2000.0,8.0,0.0,0.0,0.0
7198,26/09/2018,18.9,43.0,2.0,2000.0,6.0,0.0,0.0,0.0
7199,26/09/2018,18.1,43.0,1.7,2000.0,5.3,0.0,0.0,0.0
7200,26/09/2018,17.4,46.0,2.1,2000.0,5.6,0.0,0.0,0.0
7201,27/09/2018,16.7,50.0,1.7,2000.0,6.2,0.0,0.0,0.0
7202,27/09/2018,16.1,53.0,1.4,2000.0,6.5,0.0,0.0,0.0
7203,27/09/2018,15.7,53.0,1.4,2000.0,6.1,0.0,0.0,0.0
7204,27/09/2018,14.9,57.0,1.1,2000.0,6.4,0.0,0.0,0.0
7205,27/09/2018,14.4,58.0,1.1,2000.0,6.2,0.0,0.0,0.0
7206,27/09/2018,13.9,60.0,0.6,2000.0,6.2,0.0,0.0,0.0
7207,27/09/2018,13.4,61.0,0.8,2000.0,6.0,0.0,0.0,0.0
7208,27/09/2018,13.2,60.0,0.5,2000.0,5.5,0.02,0.0,0.0
7209,27/09/2018,14.8,51.0,1.1,2000.0,4.7,0.59,0.0,0.0
7210,27/09/2018,17.7,48.0,1.5,2000.0,6.5,1.3,0.0,0.0
7211,27/09/2018,19.9,47.0,1.8,1989.0,8.2,1.93,0.0,0.0
7212,27/09/2018,21.3,43.0,1.7,1998.0,8.2,2.42,0.0,0.0
7213,27/09/2018,23.2,42.0,1.4,2000.0,9.5,2.73,0.0,0.0
7214,27/09/2018,23.0,39.0,1.7,2000.0,8.2,2.28,0.0,0.0
7215,27/09/2018,24.6,34.0,1.5,2000.0,7.6,2.74,0.0,0.0
7216,27/09/2018,23.4,35.0,1.4,2000.0,7.0,1.39,0.0,0.0
7217,27/09/2018,23.6,31.0,1.1,2000.0,5.4,1.37,0.0,0.0
7218,27/09/2018,24.3,31.0,1.5,2000.0,6.0,1.17,0.0,0.0
7219,27/09/2018,22.5,38.0,0.8,2000.0,7.4,0.31,0.0,0.0
7220,27/09/2018,20.6,44.0,0.7,2000.0,7.9,0.01,0.0,0.0
7221,27/09/2018,19.5,47.0,1.2,2000.0,7.8,0.0,0.0,0.0
7222,27/09/2018,18.7,48.0,1.3,2000.0,7.4,0.0,0.0,0.0
7223,27/09/2018,17.9,50.0,1.0,2000.0,7.3,0.0,0.0,0.0
7224,27/09/2018,17.7,51.0,1.4,2000.0,7.4,0.0,0.0,0.0
7225,28/09/2018,17.1,52.0,1.4,2000.0,7.1,0.0,0.0,0.0
7226,28/09/2018,16.5,53.0,1.5,2000.0,6.8,0.0,0.0,0.0
7227,28/09/2018,16.0,56.0,1.5,2000.0,7.2,0.0,0.0,0.0
7228,28/09/2018,15.3,59.0,1.6,2000.0,7.3,0.0,0.0,0.0
7229,28/09/2018,14.7,62.0,1.5,2000.0,7.4,0.0,0.0,0.0
7230,28/09/2018,14.5,60.0,1.4,2000.0,6.8,0.0,0.0,0.0
7231,28/09/2018,14.4,61.0,1.2,2000.0,6.9,0.0,0.0,0.0
7233,28/09/2018,15.2,58.0,1.7,2000.0,6.9,0.29,0.0,0.0
7234,28/09/2018,16.5,50.0,1.2,2000.0,6.0,0.66,0.0,0.0
7235,28/09/2018,17.4,51.0,1.3,1989.0,7.1,0.81,0.0,0.0
7236,28/09/2018,17.9,54.0,1.4,2000.0,8.4,0.73,0.0,0.0
7237,28/09/2018,19.0,52.0,1.2,2000.0,8.9,0.98,0.0,0.0
7238,28/09/2018,19.1,53.0,1.4,2000.0,9.2,0.76,0.0,0.0
7239,28/09/2018,19.4,53.0,1.4,2000.0,9.5,0.68,0.0,0.0
7240,28/09/2018,20.3,52.0,1.3,2000.0,10.1,1.15,0.0,0.0
7241,28/09/2018,21.9,46.0,1.2,1995.0,9.7,1.67,0.0,0.0
7242,28/09/2018,21.7,52.0,1.1,2000.0,11.4,0.79,0.0,0.0
7243,28/09/2018,20.4,56.0,1.7,2000.0,11.3,0.2,0.0,0.0
7244,28/09/2018,19.3,61.0,0.8,2000.0,11.5,0.01,0.0,0.0
7245,28/09/2018,18.0,67.0,0.7,2000.0,11.7,0.0,0.0,0.0
7246,28/09/2018,17.8,66.0,1.1,2000.0,11.3,0.0,0.0,0.0
7247,28/09/2018,17.1,70.0,1.0,2000.0,11.5,0.0,0.0,0.0
7248,28/09/2018,16.6,69.0,1.0,2000.0,10.8,0.0,0.0,0.0
7249,29/09/2018,16.6,69.0,1.0,2000.0,10.8,0.0,0.0,0.0
7250,29/09/2018,16.2,71.0,0.9,2000.0,10.9,0.0,0.0,0.0
7251,29/09/2018,15.8,71.0,1.1,2000.0,10.5,0.0,0.0,0.0
7252,29/09/2018,15.5,73.0,1.0,2000.0,10.6,0.0,0.0,0.0
7253,29/09/2018,15.4,74.0,0.9,2000.0,10.7,0.0,0.0,0.0
7254,29/09/2018,15.0,77.0,0.5,2000.0,10.9,0.0,0.0,0.0
7255,29/09/2018,14.6,81.0,1.0,2000.0,11.3,0.0,0.0,0.0
7256,29/09/2018,14.7,76.0,0.8,2000.0,10.5,0.02,0.0,0.0
7257,29/09/2018,15.7,65.0,1.2,2000.0,9.1,0.54,0.0,0.0
7258,29/09/2018,18.3,58.0,1.4,1958.0,9.8,1.24,0.0,0.0
7259,29/09/2018,20.8,52.0,1.5,2000.0,10.5,1.88,0.0,0.0
7260,29/09/2018,22.3,50.0,1.3,2000.0,11.3,2.36,0.0,0.0
7261,29/09/2018,23.8,44.0,1.7,2000.0,10.8,2.66,0.0,0.0
7262,29/09/2018,24.9,40.0,1.4,2000.0,10.3,2.75,0.0,0.0
7263,29/09/2018,26.2,33.0,1.8,2000.0,8.6,2.62,0.0,0.0
7264,29/09/2018,26.5,33.0,1.4,2000.0,8.9,2.25,0.0,0.0
7265,29/09/2018,26.6,34.0,1.3,2000.0,9.4,1.69,0.0,0.0
7266,29/09/2018,26.3,31.0,1.0,2000.0,7.8,1.03,0.0,0.0
7267,29/09/2018,24.8,41.0,0.5,2000.0,10.6,0.33,0.0,0.0
7268,29/09/2018,22.5,43.0,0.4,2000.0,9.2,0.0,0.0,0.0
7269,29/09/2018,21.3,46.0,0.1,2000.0,9.2,0.0,0.0,0.0
7270,29/09/2018,20.1,54.0,1.2,2000.0,10.4,0.0,0.0,0.0
7271,29/09/2018,19.3,55.0,0.5,2000.0,10.0,0.0,0.0,0.0
7272,29/09/2018,18.6,59.0,0.7,2000.0,10.4,0.0,0.0,0.0
7273,30/09/2018,18.1,60.0,0.2,2000.0,10.2,0.0,0.0,0.0
7274,30/09/2018,17.5,66.0,0.5,2000.0,11.0,0.0,0.0,0.0
7275,30/09/2018,17.3,68.0,0.7,2000.0,11.3,0.0,0.0,0.0
7276,30/09/2018,17.0,70.0,0.9,2000.0,11.4,0.0,0.0,0.0
7277,30/09/2018,16.6,73.0,0.3,2000.0,11.7,0.0,0.0,0.0
7278,30/09/2018,16.1,78.0,0.4,2000.0,12.2,0.0,0.0,0.0
7279,30/09/2018,15.5,80.0,0.4,2000.0,12.0,0.0,0.0,0.0
7280,30/09/2018,15.1,81.0,0.8,1939.0,11.8,0.03,0.0,0.0
7281,30/09/2018,16.2,69.0,1.1,2000.0,10.4,0.54,0.0,0.0
7282,30/09/2018,18.5,62.0,0.5,1847.0,11.0,1.0,0.0,0.0
7283,30/09/2018,20.7,62.0,1.3,1679.0,13.1,1.41,0.0,0.0
7284,30/09/2018,20.2,63.0,2.8,1195.0,12.9,1.25,0.0,0.0
7285,30/09/2018,20.8,47.0,3.1,1665.0,9.0,2.0,0.0,0.0
7286,30/09/2018,21.1,42.0,4.6,1954.0,7.6,2.74,0.0,0.0
7287,30/09/2018,21.1,32.0,4.4,1999.0,3.7,2.48,0.0,0.0
7288,30/09/2018,21.3,32.0,3.8,2000.0,3.9,2.31,0.0,0.0
7289,30/09/2018,21.2,28.0,3.2,2000.0,1.9,1.77,0.0,0.0
7290,30/09/2018,20.4,31.0,3.2,2000.0,2.6,1.06,0.0,0.0
7291,30/09/2018,18.3,34.0,3.3,2000.0,2.1,0.36,0.0,0.0
7292,30/09/2018,17.1,35.0,2.9,2000.0,1.4,0.0,0.0,0.0
7293,30/09/2018,16.0,39.0,2.9,2000.0,2.0,0.0,0.0,0.0
7294,30/09/2018,15.2,40.0,3.0,2000.0,1.6,0.0,0.0,0.0
7295,30/09/2018,14.6,46.0,2.2,2000.0,3.0,0.0,0.0,0.0
7296,30/09/2018,14.1,53.0,2.1,2000.0,4.6,0.0,0.0,0.0
7297,01/10/2018,14.1,55.0,2.6,2000.0,5.1,0.0,0.0,0.0
7298,01/10/2018,13.9,57.0,2.0,2000.0,5.5,0.0,0.0,0.0
7299,01/10/2018,13.9,56.0,2.4,2000.0,5.2,0.0,0.0,0.0
7300,01/10/2018,13.6,56.0,1.6,2000.0,4.9,0.0,0.0,0.0
7301,01/10/2018,13.7,56.0,1.9,2000.0,5.0,0.0,0.0,0.0
7302,01/10/2018,13.7,57.0,1.8,1999.0,5.3,0.0,0.0,0.0
7303,01/10/2018,13.3,56.0,2.3,2000.0,4.6,0.0,0.0,0.0
7304,01/10/2018,13.1,58.0,2.1,1997.0,5.0,0.03,0.0,0.0
7305,01/10/2018,13.7,54.0,2.4,1960.0,4.5,0.39,0.0,0.0
7306,01/10/2018,14.9,50.0,3.4,1989.0,4.5,1.08,0.0,0.0
7307,01/10/2018,16.3,47.0,3.6,1815.0,4.9,1.93,0.0,0.0
7308,01/10/2018,17.0,45.0,4.5,1966.0,4.9,2.04,0.0,0.0
7309,01/10/2018,18.4,40.0,3.5,1958.0,4.5,2.28,0.0,0.0
7310,01/10/2018,17.6,49.0,4.7,2000.0,6.7,1.89,0.0,0.0
7311,01/10/2018,19.3,36.0,3.5,1986.0,3.8,2.28,0.0,0.0
7312,01/10/2018,19.0,40.0,3.8,1983.0,5.0,1.96,0.0,0.0
7313,01/10/2018,17.7,47.0,3.4,2000.0,6.2,0.81,0.0,0.0
7314,01/10/2018,17.2,53.0,2.9,2000.0,7.5,0.25,0.0,0.0
7315,01/10/2018,16.6,61.0,2.9,2000.0,9.0,0.16,0.0,0.0
7316,01/10/2018,16.2,62.0,2.2,2000.0,8.9,0.0,0.0,0.0
7317,01/10/2018,15.4,63.0,2.1,2000.0,8.3,0.0,0.0,0.0
7318,01/10/2018,14.6,66.0,4.0,2000.0,8.3,0.0,0.0,0.0
7319,01/10/2018,13.9,69.0,0.5,2000.0,8.2,0.0,0.0,0.0
7320,01/10/2018,13.4,69.0,3.7,2000.0,7.8,0.0,0.0,0.0
7321,02/10/2018,13.0,72.0,1.8,1987.0,8.0,0.0,0.0,0.0
7323,02/10/2018,12.3,75.0,1.6,1840.0,7.9,0.0,0.0,0.0
7324,02/10/2018,11.8,78.0,0.3,1843.0,8.0,0.0,0.0,0.0
7325,02/10/2018,11.2,80.0,0.3,1236.0,7.8,0.0,0.0,0.0
7326,02/10/2018,10.8,82.0,0.3,1778.0,7.8,0.0,0.0,0.0
7327,02/10/2018,10.6,81.0,0.0,1798.0,7.4,0.0,0.0,0.0
7328,02/10/2018,10.4,81.0,0.3,1956.0,7.2,0.02,0.0,0.0
7329,02/10/2018,11.2,69.0,0.9,1714.0,5.7,0.49,0.0,0.0
7330,02/10/2018,13.9,66.0,1.6,1427.0,7.6,1.11,0.0,0.0
7331,02/10/2018,16.7,58.0,2.4,1554.0,8.3,1.81,0.0,0.0
7332,02/10/2018,18.3,44.0,3.0,1878.0,5.8,2.35,0.0,0.0
7333,02/10/2018,19.4,41.0,3.1,1956.0,5.7,2.67,0.0,0.0
7334,02/10/2018,20.4,36.0,2.6,1776.0,4.8,2.71,0.0,0.0
7335,02/10/2018,21.5,39.0,2.5,1691.0,6.9,2.56,0.0,0.0
7336,02/10/2018,21.8,38.0,2.6,1913.0,6.8,2.22,0.0,0.0
7337,02/10/2018,21.7,36.0,3.2,1929.0,5.9,1.64,0.0,0.0
7338,02/10/2018,21.2,40.0,2.4,2000.0,7.0,0.98,0.0,0.0
7339,02/10/2018,19.2,48.0,2.2,2000.0,7.9,0.28,0.0,0.0
7340,02/10/2018,17.6,57.0,1.7,2000.0,8.9,0.0,0.0,0.0
7341,02/10/2018,16.8,62.0,2.0,2000.0,9.4,0.0,0.0,0.0
7342,02/10/2018,16.2,65.0,1.5,2000.0,9.6,0.0,0.0,0.0
7343,02/10/2018,15.5,69.0,0.8,1987.0,9.8,0.0,0.0,0.0
7344,02/10/2018,14.8,68.0,0.1,1994.0,8.9,0.0,0.0,0.0
7345,03/10/2018,14.5,74.0,0.4,2000.0,9.9,0.0,0.0,0.0
7346,03/10/2018,13.8,75.0,0.5,2000.0,9.4,0.0,0.0,0.0
7347,03/10/2018,13.2,77.0,1.2,1972.0,9.2,0.0,0.0,0.0
7348,03/10/2018,12.6,78.0,0.6,1907.0,8.8,0.0,0.0,0.0
7349,03/10/2018,12.1,80.0,1.2,1834.0,8.7,0.0,0.0,0.0
7350,03/10/2018,11.8,82.0,1.1,1878.0,8.8,0.0,0.0,0.0
7351,03/10/2018,11.4,84.0,0.3,1742.0,8.7,0.0,0.0,0.0
7352,03/10/2018,11.2,85.0,0.3,1593.0,8.7,0.02,0.0,0.0
7353,03/10/2018,11.8,73.0,1.0,1649.0,7.1,0.49,0.0,0.0
7354,03/10/2018,14.4,61.0,0.7,1340.0,6.9,1.21,0.0,0.0
7355,03/10/2018,17.3,53.0,0.7,1406.0,7.6,1.83,0.0,0.0
7356,03/10/2018,20.3,46.0,1.6,1409.0,8.2,2.29,0.0,0.0
7357,03/10/2018,21.4,40.0,1.4,1973.0,7.2,2.53,0.0,0.0
7358,03/10/2018,22.5,40.0,2.6,1854.0,8.2,2.64,0.0,0.0
7359,03/10/2018,23.4,35.0,1.6,1972.0,7.0,2.51,0.0,0.0
7360,03/10/2018,24.1,34.0,2.0,1996.0,7.2,2.14,0.0,0.0
7361,03/10/2018,24.0,34.0,2.7,2000.0,7.1,1.62,0.0,0.0
7362,03/10/2018,23.3,36.0,1.7,1960.0,7.3,0.95,0.0,0.0
7363,03/10/2018,21.5,43.0,1.8,2000.0,8.3,0.26,0.0,0.0
7364,03/10/2018,20.0,49.0,1.5,2000.0,8.9,0.0,0.0,0.0
7365,03/10/2018,18.6,55.0,1.5,2000.0,9.3,0.0,0.0,0.0
7366,03/10/2018,17.6,59.0,1.6,2000.0,9.4,0.0,0.0,0.0
7367,03/10/2018,16.9,63.0,0.2,2000.0,9.8,0.0,0.0,0.0
7368,03/10/2018,16.1,63.0,0.6,2000.0,9.0,0.0,0.0,0.0
7369,04/10/2018,15.5,65.0,0.8,2000.0,8.9,0.0,0.0,0.0
7370,04/10/2018,14.7,69.0,0.6,2000.0,9.0,0.0,0.0,0.0
7371,04/10/2018,14.0,73.0,0.5,1992.0,9.2,0.0,0.0,0.0
7372,04/10/2018,13.6,75.0,0.8,1960.0,9.2,0.0,0.0,0.0
7373,04/10/2018,13.3,75.0,0.4,1792.0,8.9,0.0,0.0,0.0
7374,04/10/2018,13.2,73.0,0.9,1857.0,8.4,0.0,0.0,0.0
7375,04/10/2018,13.2,73.0,1.1,1900.0,8.4,0.0,0.0,0.0
7376,04/10/2018,13.2,75.0,0.8,1780.0,8.8,0.01,0.0,0.0
7377,04/10/2018,13.9,68.0,0.9,1912.0,8.0,0.34,0.0,0.0
7378,04/10/2018,16.7,58.0,1.8,1821.0,8.3,1.22,0.0,0.0
7379,04/10/2018,19.0,49.0,1.7,1980.0,8.0,1.73,0.0,0.0
7380,04/10/2018,21.3,41.0,1.9,1963.0,7.5,2.36,0.0,0.0
7381,04/10/2018,23.2,38.0,1.7,1990.0,8.0,2.44,0.0,0.0
7382,04/10/2018,23.4,39.0,1.4,2000.0,8.6,1.72,0.0,0.0
7383,04/10/2018,24.3,39.0,1.7,2000.0,9.4,2.18,0.0,0.0
7384,04/10/2018,25.3,39.0,1.6,2000.0,10.3,1.88,0.0,0.0
7385,04/10/2018,25.1,41.0,1.0,2000.0,10.9,1.22,0.0,0.0
7386,04/10/2018,24.2,44.0,1.5,2000.0,11.1,0.58,0.0,0.0
7387,04/10/2018,23.1,48.0,1.3,2000.0,11.4,0.2,0.0,0.0
7388,04/10/2018,22.3,50.0,1.4,2000.0,11.3,0.0,0.0,0.0
7389,04/10/2018,21.3,53.0,1.8,2000.0,11.3,0.0,0.0,0.0
7390,04/10/2018,20.5,57.0,2.0,2000.0,11.6,0.0,0.0,0.0
7391,04/10/2018,19.8,60.0,1.6,2000.0,11.8,0.0,0.0,0.0
7392,04/10/2018,19.4,62.0,1.7,2000.0,11.9,0.0,0.0,0.0
7393,05/10/2018,19.0,64.0,1.9,2000.0,12.0,0.0,0.0,0.0
7394,05/10/2018,18.6,66.0,1.7,2000.0,12.1,0.0,0.0,0.0
7395,05/10/2018,18.2,64.0,2.0,2000.0,11.2,0.0,0.0,0.0
7396,05/10/2018,18.0,61.0,1.8,2000.0,10.3,0.0,0.0,0.0
7397,05/10/2018,17.7,57.0,1.3,2000.0,9.0,0.0,0.0,0.0
7398,05/10/2018,17.6,57.0,1.1,2000.0,8.9,0.0,0.0,0.0
7399,05/10/2018,17.7,55.0,1.5,2000.0,8.5,0.0,0.0,0.0
7400,05/10/2018,17.7,56.0,1.3,2000.0,8.8,0.0,0.0,0.0
7401,05/10/2018,16.9,72.0,1.3,2000.0,11.8,0.04,0.3,0.0
7402,05/10/2018,16.3,85.0,1.8,942.0,13.7,0.13,1.2,0.0
7403,05/10/2018,15.8,89.0,1.8,742.0,13.9,0.18,1.5,0.0
7404,05/10/2018,16.1,89.0,2.4,1112.0,14.2,0.4,1.5,0.0
7405,05/10/2018,16.6,90.0,1.7,518.0,14.9,0.51,2.0,0.0
7406,05/10/2018,16.9,95.0,1.6,325.0,16.0,0.48,4.0,0.0
7407,05/10/2018,17.2,95.0,1.6,553.0,16.3,0.48,2.5,0.0
7408,05/10/2018,17.2,96.0,0.6,213.0,16.5,0.26,4.0,0.0
7409,05/10/2018,17.1,97.0,1.7,382.0,16.6,0.15,6.0,0.0
7410,05/10/2018,16.9,97.0,2.1,728.0,16.4,0.08,5.5,0.0
7411,05/10/2018,16.7,96.0,1.6,1461.0,16.0,0.03,1.0,0.0
7412,05/10/2018,16.6,96.0,2.4,1072.0,15.9,0.0,1.5,0.0
7413,05/10/2018,16.5,96.0,2.7,1047.0,15.8,0.0,1.0,0.0
7414,05/10/2018,16.5,96.0,2.2,963.0,15.8,0.0,1.5,0.0
7415,05/10/2018,16.2,92.0,2.6,1771.0,14.8,0.0,1.5,0.0
7416,05/10/2018,16.3,91.0,1.8,1811.0,14.8,0.0,0.5,0.0
7417,06/10/2018,16.4,94.0,1.8,1744.0,15.4,0.0,1.0,0.0
7418,06/10/2018,16.7,89.0,2.4,1814.0,14.8,0.0,1.0,0.0
7419,06/10/2018,16.9,88.0,2.5,2000.0,14.8,0.0,1.5,0.0
7420,06/10/2018,16.8,90.0,3.3,1601.0,15.1,0.0,2.0,0.0
7421,06/10/2018,16.9,89.0,2.7,1577.0,15.0,0.0,2.5,0.0
7422,06/10/2018,16.7,93.0,2.8,360.0,15.5,0.0,4.5,0.0
7423,06/10/2018,16.5,96.0,2.3,417.0,15.8,0.0,8.5,0.0
7424,06/10/2018,16.5,97.0,2.3,364.0,16.0,0.0,9.5,0.0
7425,06/10/2018,16.6,97.0,2.0,457.0,16.1,0.01,9.0,0.0
7426,06/10/2018,16.7,97.0,2.9,550.0,16.2,0.05,6.0,0.0
7427,06/10/2018,17.0,97.0,1.5,676.0,16.5,0.15,6.0,0.0
7428,06/10/2018,17.5,95.0,2.0,1214.0,16.6,0.35,3.5,0.0
7429,06/10/2018,18.0,92.0,2.9,1999.0,16.6,0.45,1.0,0.0
7430,06/10/2018,17.7,89.0,5.0,2000.0,15.8,0.62,0.5,0.0
7431,06/10/2018,19.3,79.0,3.6,2000.0,15.5,1.36,0.0,0.0
7432,06/10/2018,21.0,67.0,4.1,2000.0,14.6,2.05,0.0,0.0
7433,06/10/2018,21.5,62.0,3.4,2000.0,13.9,1.26,0.0,0.0
7434,06/10/2018,21.1,64.0,1.2,2000.0,14.0,0.4,0.0,0.0
7435,06/10/2018,20.5,66.0,1.2,2000.0,13.9,0.16,0.0,0.0
7436,06/10/2018,19.7,72.0,0.6,2000.0,14.5,0.0,0.0,0.0
7437,06/10/2018,19.4,67.0,0.8,2000.0,13.1,0.0,0.0,0.0
7438,06/10/2018,18.5,78.0,0.1,2000.0,14.5,0.0,0.0,0.0
7439,06/10/2018,17.7,78.0,0.3,2000.0,13.8,0.0,0.0,0.0
7440,06/10/2018,16.9,84.0,0.9,2000.0,14.1,0.0,0.0,0.0
7441,07/10/2018,16.3,86.0,0.3,2000.0,13.9,0.0,0.0,0.0
7442,07/10/2018,16.0,88.0,1.2,2000.0,14.0,0.0,0.0,0.0
7443,07/10/2018,15.7,88.0,0.4,2000.0,13.7,0.0,0.0,0.0
7444,07/10/2018,15.5,88.0,1.7,1998.0,13.5,0.0,0.0,0.0
7445,07/10/2018,15.1,90.0,1.2,850.0,13.4,0.0,0.0,0.0
7446,07/10/2018,15.1,89.0,1.1,1615.0,13.2,0.0,0.0,0.0
7447,07/10/2018,14.8,89.0,0.2,1490.0,12.9,0.0,0.0,0.0
7448,07/10/2018,14.3,89.0,0.6,1165.0,12.5,0.03,0.0,0.0
7449,07/10/2018,14.6,71.0,1.0,1896.0,9.3,0.43,0.0,0.0
7450,07/10/2018,16.2,60.0,1.9,1899.0,8.4,1.16,0.0,0.0
7451,07/10/2018,18.1,56.0,2.6,1720.0,9.1,1.79,0.0,0.0
7452,07/10/2018,19.1,56.0,2.4,1802.0,10.1,2.15,0.0,0.0
7453,07/10/2018,19.8,46.0,2.5,1837.0,7.8,2.3,0.0,0.0
7454,07/10/2018,20.1,41.0,3.0,1963.0,6.4,2.34,0.0,0.0
7455,07/10/2018,20.2,42.0,2.8,1832.0,6.8,1.87,0.0,0.0
7456,07/10/2018,20.4,36.0,2.8,2000.0,4.8,1.56,0.0,0.0
7457,07/10/2018,20.7,34.0,2.0,2000.0,4.2,1.23,0.0,0.0
7458,07/10/2018,19.4,32.0,3.2,2000.0,2.2,0.63,0.0,0.0
7459,07/10/2018,17.9,29.0,2.8,2000.0,-0.4,0.16,0.0,0.0
7460,07/10/2018,16.6,36.0,1.4,2000.0,1.4,0.0,0.0,0.0
7461,07/10/2018,15.5,37.0,1.9,2000.0,0.8,0.0,0.0,0.0
7462,07/10/2018,14.4,36.0,1.0,2000.0,-0.5,0.0,0.0,0.0
7463,07/10/2018,13.6,38.0,1.5,2000.0,-0.4,0.0,0.0,0.0
7464,07/10/2018,12.9,38.0,1.5,2000.0,-1.1,0.0,0.0,0.0
7465,08/10/2018,12.3,44.0,0.8,2000.0,0.3,0.0,0.0,0.0
7466,08/10/2018,11.7,52.0,1.1,2000.0,2.1,0.0,0.0,0.0
7467,08/10/2018,11.1,56.0,1.4,2000.0,2.6,0.0,0.0,0.0
7468,08/10/2018,10.8,59.0,0.5,2000.0,3.0,0.0,0.0,0.0
7469,08/10/2018,10.4,61.0,0.6,2000.0,3.1,0.0,0.0,0.0
7470,08/10/2018,9.8,63.0,0.5,2000.0,3.0,0.0,0.0,0.0
